Frame,Head,Neck,RShoulder_X,RShoulder_Y,LShoulder_X,LShoulder_Y,RElbow_X,RElbow_Y,LElbow_X,LElbow_Y,RWrist_X,RWrist_Y,LWrist_X,LWrist_Y,RHip_X,RHip_Y,LHip_X,LHip_Y,RKnee_X,RKnee_Y,LKnee_X,LKnee_Y,RAnkle_X,RAnkle_Y,LAnkle_X,LAnkle_Y,Chest,Label
0,335,518,360,579,548,548,342,700,600,700,308,700,600,700,411,853,497,853,428,914,514,944,445,1158,514,1158,731,1
1,335,518,360,579,548,548,342,700,600,700,308,700,600,700,411,853,497,853,428,944,514,944,428,1158,497,1158,700,1
2,335,518,360,579,548,548,342,700,600,670,291,700,617,700,411,883,497,853,428,914,514,914,445,1158,514,1188,731,1
3,335,518,360,579,548,548,342,700,600,670,291,700,617,700,411,883,514,883,445,1188,514,1158,445,1340,514,1340,731,1
4,335,518,360,579,548,548,342,700,600,670,291,670,617,670,411,914,514,914,428,1188,514,1188,445,1340,514,1340,731,1
5,335,518,360,548,548,548,342,700,582,670,291,670,634,670,411,853,514,853,428,944,514,944,428,1158,497,1158,731,1
6,335,518,377,579,548,548,342,700,600,670,291,670,634,670,428,914,514,914,428,944,514,944,428,1158,514,1158,761,1
7,365,548,360,579,548,579,342,700,582,700,291,700,617,700,411,883,514,883,411,975,531,975,428,1158,497,1158,731,1
8,365,548,360,609,565,609,342,731,582,731,291,700,617,700,411,853,514,853,411,1005,531,1005,428,1158,497,1188,731,1
9,396,579,377,609,548,609,342,731,565,731,308,731,617,700,428,883,514,883,411,1066,531,1036,428,1158,497,1188,761,1
10,396,579,360,640,548,609,360,761,582,731,308,731,600,731,428,883,514,883,411,1066,531,1036,428,1158,497,1188,761,1
11,426,579,360,640,565,640,342,761,600,761,325,761,600,761,428,883,514,883,411,1066,531,1036,428,1158,497,1188,761,1
12,396,579,360,640,548,609,342,731,600,731,325,761,600,761,428,883,514,883,411,1066,531,1036,445,1158,497,1188,761,1
13,365,548,360,609,565,609,325,731,582,761,308,792,582,761,428,883,514,883,411,1005,531,1005,445,1158,497,1188,761,1
14,335,518,360,579,565,548,342,700,582,731,291,761,600,761,428,822,514,822,411,975,548,975,428,1158,497,1188,700,1
15,304,487,360,518,565,518,325,640,582,640,274,700,617,700,411,792,514,792,411,914,531,944,428,1158,514,1158,670,1
16,243,426,360,487,565,487,325,609,600,609,240,640,651,640,411,761,514,761,411,975,514,944,411,1158,514,1158,640,0
17,213,426,360,457,548,426,308,548,600,548,205,548,702,579,411,731,497,731,411,975,514,944,411,1127,514,1127,579,0
18,182,396,360,426,565,426,308,548,617,518,222,518,720,518,428,700,514,700,411,914,514,914,411,1097,514,1066,548,0
19,182,365,360,396,548,396,308,518,617,518,257,487,685,487,411,700,514,700,411,914,514,944,428,1066,514,1066,548,0
20,182,365,360,396,548,365,325,487,582,487,291,518,651,487,411,670,514,670,497,883,428,853,514,1066,445,1066,548,0
21,152,335,342,396,565,365,342,518,600,518,325,548,531,609,428,670,514,670,411,883,497,883,428,1066,514,1066,518,0
22,121,335,342,365,565,365,342,579,565,548,342,609,600,579,428,670,514,670,428,853,497,883,428,1036,514,1066,518,0
23,152,335,342,396,565,365,342,548,565,548,325,609,582,579,411,700,514,670,411,853,514,792,428,1036,514,1036,548,0
24,152,335,342,396,565,365,342,518,565,518,291,609,600,579,411,670,514,670,428,853,514,822,428,1066,514,1036,548,0
25,152,365,360,396,565,396,325,518,582,518,240,579,651,579,411,700,514,700,411,883,514,853,428,1066,514,1066,548,0
26,182,365,360,426,548,396,308,548,600,548,205,548,685,548,411,731,514,700,411,914,514,883,428,1097,514,1097,579,0
27,213,396,360,457,565,457,308,548,600,548,188,548,702,548,428,761,514,731,411,883,514,914,428,1127,514,1127,609,0
28,274,457,360,487,548,457,291,579,617,579,205,518,685,518,428,792,514,792,411,853,514,853,411,1127,514,1127,640,0
29,304,487,360,518,531,487,291,609,600,609,240,548,668,548,428,792,514,792,411,975,514,883,411,1158,531,1158,670,1
30,335,518,360,548,548,548,308,670,617,640,257,548,651,579,428,853,514,853,411,1005,531,1097,411,1158,514,1158,700,1
31,365,548,377,579,548,579,308,700,600,700,291,609,634,609,411,883,514,883,411,1158,514,944,428,1188,514,1158,731,1
32,365,548,377,609,548,579,325,700,582,700,308,640,600,640,428,883,514,883,428,1127,531,1158,411,1188,531,1310,731,1
33,365,518,360,579,548,548,325,700,582,670,308,670,600,670,411,853,514,853,428,1005,531,975,428,1158,514,1158,731,1
34,335,518,360,548,565,518,325,640,582,670,308,670,600,640,428,822,514,822,411,975,531,1005,428,1158,514,1158,670,1
35,274,457,360,487,565,487,325,609,582,609,291,640,600,640,428,792,514,792,411,975,514,975,411,1158,514,1158,640,0
36,243,426,360,457,565,457,325,579,600,579,257,579,634,609,411,731,514,731,411,944,514,944,411,1127,514,1127,609,0
