Frame,Head,Neck,RShoulder_X,RShoulder_Y,LShoulder_X,LShoulder_Y,RElbow_X,RElbow_Y,LElbow_X,LElbow_Y,RWrist_X,RWrist_Y,LWrist_X,LWrist_Y,RHip_X,RHip_Y,LHip_X,LHip_Y,RKnee_X,RKnee_Y,LKnee_X,LKnee_Y,RAnkle_X,RAnkle_Y,LAnkle_X,LAnkle_Y,Chest,Label
0,670,822,377,853,565,853,325,975,582,975,325,1066,617,1066,428,1097,514,1097,411,1219,514,1158,445,1340,497,1371,975,1
1,640,822,377,853,548,853,308,1036,582,1005,325,1097,617,1097,428,1127,514,1127,411,1249,514,1310,445,1371,497,1371,975,1
2,640,822,377,853,548,853,325,1036,582,1005,308,1097,600,1066,428,1158,497,1158,411,1219,531,1249,445,1340,497,1371,1005,1
3,640,822,377,822,548,822,342,975,600,1005,291,1036,617,1066,428,1097,497,1097,411,1158,548,1219,445,1371,497,1371,975,1
4,609,792,377,792,548,792,342,914,600,944,257,975,634,1005,428,1066,514,1066,411,1127,548,1188,445,1340,514,1371,944,1
5,579,761,377,761,548,761,325,914,600,883,240,883,668,944,411,1036,497,1005,411,1158,514,1188,428,1340,531,1371,883,1
6,548,731,377,731,548,731,308,822,617,822,222,822,702,883,428,1005,497,1005,428,1188,514,1158,428,1310,514,1340,883,1
7,548,731,377,731,548,700,308,792,617,792,240,792,720,853,428,975,514,944,428,1158,514,1158,428,1310,514,1340,853,0
8,518,700,548,670,377,700,617,792,308,792,702,822,257,792,514,914,411,944,514,1097,428,1097,514,1310,428,1280,822,0
9,518,670,548,670,377,700,617,792,308,761,685,853,274,822,514,944,411,975,514,1097,428,1097,514,1280,445,1280,822,0
10,518,670,377,670,394,670,617,822,325,761,308,883,291,883,497,883,411,914,514,1066,428,1066,514,1249,445,1249,792,0
11,518,700,377,700,565,700,325,853,617,853,291,914,634,914,428,914,514,883,428,1066,531,1066,445,1249,514,1249,792,0
12,518,700,377,700,565,670,342,822,582,822,291,914,634,914,428,883,514,883,428,1066,514,1066,445,1249,514,1280,792,0
13,548,700,377,700,548,670,342,822,600,853,274,883,634,914,428,944,514,914,428,1097,531,1097,428,1249,514,1280,822,0
14,548,731,377,731,548,670,325,822,600,822,257,853,651,883,428,914,514,914,428,1097,531,1097,428,1280,531,1310,822,0
15,548,731,548,700,394,731,617,822,308,822,685,883,240,853,514,944,411,944,514,1127,428,1127,531,1310,428,1310,822,0
