Frame,Head,Neck,RShoulder_X,RShoulder_Y,LShoulder_X,LShoulder_Y,RElbow_X,RElbow_Y,LElbow_X,LElbow_Y,RWrist_X,RWrist_Y,LWrist_X,LWrist_Y,RHip_X,RHip_Y,LHip_X,LHip_Y,RKnee_X,RKnee_Y,LKnee_X,LKnee_Y,RAnkle_X,RAnkle_Y,LAnkle_X,LAnkle_Y,Chest,Label
0,396,548,411,609,582,609,394,731,651,731,360,731,617,731,462,853,548,853,480,1005,565,1005,462,1127,531,1158,731,1
1,396,579,411,609,582,609,377,761,634,761,360,761,617,731,462,883,548,853,480,1005,582,1005,462,1158,531,1158,761,1
2,396,579,411,640,600,640,377,761,617,792,377,761,634,792,462,883,548,883,462,1127,565,1005,462,1158,531,1158,761,1
3,396,579,411,640,600,640,377,761,617,792,360,792,634,792,445,883,548,883,462,975,565,1005,480,1158,531,1158,761,1
4,396,579,411,609,582,609,377,731,617,761,342,792,634,792,462,853,548,853,445,975,565,1005,480,1158,548,1127,731,1
5,365,548,411,579,582,579,377,700,617,700,325,731,668,731,462,822,548,853,445,944,565,975,480,1158,531,1158,731,1
6,335,487,411,548,582,548,377,670,634,640,291,670,685,670,445,792,548,792,445,975,565,944,480,1127,548,1127,670,1
7,304,457,411,518,582,487,360,609,651,609,291,609,720,579,462,792,548,792,462,853,548,914,462,1097,548,1127,640,0
8,274,426,411,487,582,457,360,579,634,579,291,548,702,548,462,761,548,761,462,853,548,914,445,1066,548,1097,640,0
9,243,426,411,457,582,457,377,579,617,548,325,548,668,518,462,731,548,731,462,944,565,1005,462,1097,582,1097,609,0
10,213,396,411,426,582,426,377,548,634,548,360,548,617,579,462,731,548,731,480,883,548,944,462,1097,582,1097,579,0
11,213,396,394,426,600,426,394,579,600,579,394,579,617,579,462,700,548,700,462,914,548,944,462,1066,600,1097,579,0
12,182,365,394,426,600,396,394,548,600,548,377,609,634,609,462,670,548,670,462,883,548,883,531,1066,480,1066,548,0
13,182,365,394,426,600,396,394,548,617,548,342,609,651,579,462,670,548,670,462,883,548,883,462,1036,565,1036,548,0
14,182,365,411,426,600,396,377,548,634,548,308,579,685,548,462,670,548,670,462,914,548,883,462,1066,565,1066,548,0
15,213,396,411,426,600,426,360,548,634,548,291,548,720,518,462,700,548,700,462,914,548,883,462,1066,548,1066,579,0
16,213,396,411,426,600,426,360,548,634,548,291,548,702,518,462,731,548,731,445,914,565,975,462,1066,548,1097,579,0
17,243,426,411,457,600,457,377,548,617,579,325,548,651,548,462,731,548,731,462,914,548,883,445,1097,548,1097,609,0
18,274,457,411,487,600,487,394,579,634,609,360,579,634,609,462,761,548,761,445,1036,548,853,445,1097,548,1097,609,0
19,304,457,411,518,600,518,394,670,600,670,394,670,600,670,462,792,548,792,445,975,565,914,462,1127,565,1097,670,1
20,335,518,411,548,600,548,394,700,600,700,394,731,617,731,462,792,548,792,445,975,565,944,445,1127,565,1127,700,1
21,365,548,411,579,600,579,394,700,600,700,377,761,634,761,462,822,548,822,445,914,565,1005,462,1158,565,1158,731,1
22,396,548,411,609,600,609,394,731,617,731,342,792,651,761,462,853,548,853,462,1005,565,1036,480,1158,565,1158,731,1
23,396,579,411,609,600,609,394,731,634,731,308,761,685,761,462,914,548,914,462,975,565,1127,480,1158,565,1127,761,1
24,396,548,411,609,600,609,377,700,634,700,291,700,720,700,462,883,548,883,480,1127,565,1127,480,1158,582,1280,761,1
25,365,548,411,579,600,579,377,670,651,670,291,640,702,640,462,883,548,853,480,975,565,1005,480,1158,548,1158,731,1
26,335,487,411,548,582,518,360,640,634,640,308,579,685,579,462,853,548,822,462,975,565,944,480,1158,548,1158,700,1
27,304,457,411,518,600,487,377,609,634,609,342,548,651,548,462,792,548,761,462,944,548,944,480,1127,548,1127,640,0
28,243,426,411,487,582,457,394,548,617,579,394,579,634,548,462,761,548,761,462,883,565,1005,480,1097,548,1097,609,0
29,213,396,411,457,600,457,394,579,582,609,394,609,600,609,462,761,548,761,462,1005,548,944,462,1036,548,1066,609,0
30,213,365,411,426,600,426,394,579,600,579,377,640,617,609,462,761,548,761,462,914,548,914,462,1066,565,1066,579,0
31,182,365,394,426,600,396,394,548,617,548,342,609,634,579,462,731,548,761,462,975,548,944,531,1066,548,1066,579,0
32,182,365,411,426,600,396,394,518,617,518,308,579,685,548,462,700,548,700,462,914,548,883,548,1066,548,1036,548,0
33,182,365,411,426,600,396,360,518,634,518,274,518,720,487,462,700,565,670,462,883,548,853,462,1036,548,1036,548,0
34,182,365,411,426,582,396,360,518,634,518,291,487,702,487,480,670,565,670,462,883,548,853,462,1036,548,1036,548,0
35,213,365,411,426,600,426,377,518,617,518,325,487,668,487,462,700,565,670,462,883,548,822,462,1066,565,1036,548,0
36,213,396,411,426,600,426,377,548,617,548,360,518,634,518,462,731,565,700,462,883,548,883,462,1066,565,1066,579,0
37,243,426,411,457,600,457,394,518,617,609,394,579,565,670,462,700,565,700,548,883,462,883,565,1066,480,1066,579,0
38,274,426,411,487,600,487,394,579,600,609,394,670,617,640,462,792,548,792,462,853,548,822,480,1097,565,1097,640,0
39,304,457,411,518,600,518,411,609,600,640,377,700,634,700,462,761,548,761,462,914,565,944,480,1127,565,1097,640,0
40,335,518,428,548,600,548,394,670,617,670,342,731,651,700,462,822,548,822,462,975,565,1036,480,1127,565,1127,700,1
41,365,548,428,579,600,579,377,700,634,700,308,700,685,731,462,822,565,822,462,1005,565,1005,480,1127,565,1158,700,1
42,396,548,428,609,600,609,377,700,651,700,291,670,720,700,462,883,548,883,462,944,565,1097,480,1127,565,1127,761,1
43,396,579,411,609,600,609,360,700,651,700,291,640,720,670,480,883,565,883,480,1127,582,1066,480,1158,565,1249,761,1
44,365,548,428,579,582,579,360,670,651,670,308,609,702,609,480,883,548,883,480,944,548,944,480,1127,565,1127,731,1
45,335,518,411,548,582,548,360,640,651,640,342,579,685,579,462,853,548,853,462,914,565,975,480,1127,565,1127,700,1
46,304,487,411,518,582,487,360,609,634,609,360,609,651,579,462,792,548,792,462,975,565,944,480,1127,565,1127,670,1
47,274,457,411,487,582,487,377,548,600,579,394,609,617,579,462,761,548,761,462,944,565,944,462,1097,565,1097,609,0
48,243,426,411,457,600,457,411,640,600,640,394,670,617,640,462,761,548,761,462,822,548,853,462,1066,565,1066,609,0
49,213,426,411,426,600,426,394,579,600,579,377,670,617,640,462,700,548,700,462,883,548,883,548,1066,462,1066,579,0
50,213,396,411,426,600,426,377,548,600,548,342,609,651,609,480,700,565,670,462,883,548,853,462,1036,548,1036,579,0
51,213,396,411,396,582,396,377,518,617,518,291,579,685,548,462,731,548,731,462,883,548,822,462,1036,548,1066,579,0
52,213,396,411,396,582,396,360,518,634,518,257,518,720,518,462,731,548,731,462,914,548,975,462,1036,548,1036,579,0
53,213,396,411,396,582,396,342,518,634,518,274,487,702,487,462,700,548,700,462,822,548,853,462,1036,548,1036,548,0
54,243,426,411,396,582,396,360,518,634,518,325,487,668,518,462,670,548,670,445,853,548,853,462,1036,548,1036,548,0
55,243,426,428,426,600,426,360,457,634,548,360,518,617,579,445,670,548,670,548,883,462,853,548,1066,462,1066,548,0
56,243,457,411,457,582,426,377,487,617,579,377,579,617,609,462,700,548,700,462,914,548,914,445,1066,497,1127,579,0
57,274,457,411,457,600,457,394,579,600,579,377,640,600,640,462,700,548,700,445,914,548,914,462,1097,548,1097,609,0
58,304,487,411,487,600,487,394,579,600,609,342,670,634,670,462,731,548,731,445,914,548,914,462,1097,548,1127,640,0
59,335,518,411,518,582,518,377,609,617,640,308,670,685,670,462,761,548,792,445,944,548,975,462,1127,548,1127,670,1
60,365,548,411,579,582,579,360,640,634,670,274,670,720,640,445,822,531,822,445,944,548,975,462,1127,548,1127,700,1
61,396,579,411,579,582,579,360,670,634,700,274,640,720,640,462,883,548,883,445,914,548,914,462,1127,565,1127,731,1
62,396,579,411,609,582,579,360,670,651,670,291,609,702,609,462,883,531,883,462,1005,531,975,462,1127,565,1127,761,1
63,365,548,411,579,582,579,377,670,634,670,325,609,668,609,445,883,531,883,462,1097,548,1097,462,1127,565,1219,731,1
64,335,518,411,518,582,518,360,640,617,640,377,640,634,609,445,853,531,853,445,975,548,1097,480,1127,548,1127,700,1
65,304,487,411,518,582,487,377,579,617,609,394,640,617,609,462,792,531,792,445,914,548,944,462,1127,548,1127,640,0
66,274,457,394,487,600,487,394,640,600,640,394,670,600,640,462,761,531,761,445,944,548,944,462,1097,548,1097,609,0
67,243,426,394,457,582,457,377,579,600,609,360,670,617,640,462,731,531,731,445,944,548,944,462,1097,548,1097,609,0
68,213,396,394,426,582,426,377,548,617,548,325,609,634,609,462,700,531,700,462,914,548,883,462,1066,548,1066,579,0
69,213,396,394,426,582,396,360,518,634,518,274,548,685,579,462,700,531,700,462,883,548,914,462,1066,548,1066,548,0
70,182,396,394,396,582,396,342,518,634,518,240,518,720,518,445,670,531,670,445,883,548,883,462,1036,548,1036,548,0
71,182,396,394,396,582,396,342,487,634,518,257,487,720,487,445,670,531,670,445,853,548,853,462,1036,548,1036,548,0
72,182,396,394,396,565,396,342,518,634,518,291,487,668,487,445,700,548,700,445,975,548,975,462,1127,548,1066,548,0
73,213,396,394,426,565,396,360,518,634,487,342,548,617,548,445,700,548,700,445,883,548,883,462,1036,531,1036,548,0
74,213,396,394,426,582,426,377,579,634,579,377,609,617,579,462,700,531,700,445,853,548,853,445,1066,548,1066,579,0
75,243,426,394,457,582,457,394,609,582,548,377,670,600,609,445,700,531,700,445,883,548,853,462,1066,548,1066,579,0
76,274,426,394,487,565,457,377,609,600,579,360,670,634,640,445,700,548,700,445,883,548,883,445,1097,548,1097,609,0
77,304,457,394,518,565,487,377,609,617,609,308,700,668,640,462,731,548,731,445,914,548,914,462,1097,548,1097,609,0
78,335,518,394,548,565,518,360,640,617,609,274,670,702,609,462,761,531,761,445,944,548,944,445,1127,548,1127,670,1
79,365,518,394,579,565,548,342,670,617,640,257,640,685,609,462,822,531,792,462,914,548,975,445,1097,548,1127,700,1
80,365,548,394,609,565,579,342,700,617,670,291,640,668,609,462,853,548,853,462,1066,548,1066,445,1127,548,1127,731,1
81,365,548,394,579,565,579,360,700,617,670,325,640,634,609,462,883,531,853,462,914,548,1066,462,1097,548,1097,731,1
82,335,518,394,548,565,548,360,640,600,640,377,640,617,609,445,883,531,853,445,914,531,914,462,1097,548,1097,700,1
83,304,487,394,518,565,487,377,609,600,609,377,670,617,609,445,792,531,761,445,944,531,914,445,1097,548,1097,640,0
84,274,457,394,487,565,457,377,609,582,609,360,670,600,640,445,761,531,731,445,914,531,914,462,1097,548,1097,609,0
85,243,426,394,457,565,457,360,579,582,579,325,640,617,609,445,731,531,700,428,944,531,914,445,1066,531,1066,609,0
86,213,396,394,426,565,426,342,548,600,548,291,579,651,579,445,700,531,700,445,914,531,914,462,1036,531,1036,579,0
87,213,365,377,426,565,396,342,518,617,518,257,518,702,518,445,700,531,700,445,883,531,883,462,1036,531,1036,579,0
88,182,365,394,426,565,396,342,518,634,487,274,487,702,457,445,700,531,700,445,914,531,792,462,1005,531,1005,548,0
89,182,365,377,396,565,396,342,518,617,518,308,487,668,457,445,700,531,700,445,883,531,944,462,1005,514,1036,548,0
90,182,365,377,396,565,396,325,518,617,548,342,518,617,518,445,700,531,700,445,883,531,944,462,1036,531,1005,548,0
91,182,365,377,426,565,396,377,548,600,548,377,579,600,579,445,700,514,700,428,883,531,944,445,1005,514,1005,548,0
92,213,365,377,426,565,426,377,548,582,579,377,609,582,579,445,700,514,700,428,883,531,975,445,1036,514,1036,579,0
93,213,396,377,457,565,426,360,579,582,548,342,640,600,609,445,731,514,700,428,883,531,914,445,1036,514,1036,579,0
94,243,426,377,457,565,457,360,579,582,548,308,640,634,609,445,731,514,731,428,914,531,914,445,1066,531,1066,609,0
95,274,457,377,487,565,487,342,579,617,579,274,609,685,579,428,731,514,731,428,914,531,914,445,1097,531,1066,609,0
96,304,487,377,518,548,518,325,609,617,609,257,609,702,548,445,761,514,761,428,944,531,914,445,1097,531,1097,640,0
97,365,518,394,548,565,548,342,640,617,640,274,579,668,548,445,792,514,792,428,944,531,944,445,1097,531,1097,670,1
98,396,548,394,579,565,579,325,670,617,670,308,609,651,579,428,853,514,853,428,944,531,1066,445,1097,531,1066,731,1
99,396,548,394,579,548,579,342,670,600,670,342,640,617,609,445,883,514,853,445,1036,531,1066,445,1127,531,1097,731,1
100,365,548,394,579,548,548,342,640,582,670,360,670,600,640,428,853,514,853,445,1005,531,1066,445,1097,531,1066,700,1
101,335,518,394,518,565,548,360,609,600,640,360,670,565,640,445,792,514,792,428,914,548,944,445,1097,531,1097,670,1
102,304,487,377,518,548,487,360,609,582,609,342,670,565,640,445,792,514,761,428,914,531,914,445,1097,531,1097,640,0
103,274,426,377,487,548,457,360,579,582,609,325,609,582,640,428,731,531,700,428,914,531,914,445,1066,531,1066,609,0
104,243,426,377,457,548,426,342,548,582,548,291,579,617,609,428,700,514,700,531,883,428,883,531,1036,445,1036,579,0
105,213,396,377,426,548,426,342,518,582,548,274,518,634,548,428,700,514,700,428,822,531,914,445,1005,514,1036,579,0
106,213,396,377,426,548,396,342,518,600,518,274,487,651,518,428,700,514,700,445,761,531,914,445,1005,514,1005,548,0
107,213,365,377,396,548,396,342,518,582,518,308,487,634,487,428,670,514,670,445,761,514,792,445,1005,514,1005,548,0
108,213,365,377,396,548,396,342,457,600,518,360,518,600,518,428,700,514,700,428,761,514,761,445,975,514,1005,548,0
109,182,365,377,396,548,396,360,487,582,548,377,579,600,548,428,670,514,670,428,761,514,761,445,975,531,975,548,0
110,213,365,360,426,548,396,377,579,548,548,377,609,600,579,445,700,514,700,428,792,531,914,445,975,531,1005,548,0
111,213,365,360,426,548,426,360,609,565,518,342,640,582,579,445,700,514,700,428,883,531,883,445,1005,531,1005,579,0
112,243,396,377,457,548,426,342,548,565,548,308,609,617,579,428,700,514,700,428,853,531,853,428,1036,531,1005,579,0
113,243,426,377,457,548,457,325,579,582,548,274,609,651,579,428,731,514,700,428,822,531,853,428,1036,531,1036,609,0
114,274,457,377,487,531,487,325,579,600,548,240,609,651,579,428,761,514,761,428,822,531,883,428,1036,531,1036,640,0
115,304,487,377,518,531,518,308,609,600,579,240,579,668,548,428,792,514,761,428,1005,531,914,428,1066,531,1066,670,1
116,335,518,377,548,531,548,308,640,600,609,257,579,651,548,428,822,514,792,428,1005,531,1005,428,1066,531,1066,670,1
117,396,548,377,579,531,579,308,670,600,640,274,579,634,579,428,853,514,822,428,944,531,1036,428,1066,531,1066,731,1
118,396,548,377,579,531,579,325,670,600,670,308,579,617,579,445,822,514,822,428,1005,531,975,428,1066,514,1036,700,1
119,365,548,377,548,531,548,342,670,582,640,325,609,600,579,428,822,514,822,428,944,531,944,445,1066,531,1036,700,1
120,335,518,377,518,531,518,325,609,565,609,342,609,600,579,428,853,514,822,428,1066,548,944,428,1066,531,1066,670,1
121,304,457,377,487,531,487,342,579,565,609,342,609,600,579,428,761,497,731,428,883,514,914,428,1066,531,1066,640,0
122,274,457,360,487,531,457,342,609,565,579,325,640,565,609,428,731,497,731,428,914,514,883,445,1066,531,1036,609,0
123,243,426,360,457,548,457,342,579,565,548,308,640,582,609,428,700,497,700,411,914,514,883,445,1036,514,1036,579,0
124,213,396,360,426,531,426,342,518,565,518,291,579,600,579,428,700,497,700,428,883,514,883,445,1005,514,1036,579,0
125,213,396,360,396,531,396,325,518,582,518,257,548,617,518,428,700,497,700,428,792,514,883,428,975,514,975,548,0
126,213,365,360,396,531,396,325,487,582,518,240,518,651,487,428,670,497,670,428,853,514,883,428,975,497,975,548,0
127,213,365,360,396,531,396,325,487,565,487,274,487,634,457,411,640,497,640,411,822,497,822,428,975,497,975,518,0
128,213,365,360,396,531,396,325,487,565,487,308,487,582,487,497,640,411,640,497,822,428,792,497,975,428,975,518,0
