Frame,Head,Neck,RShoulder_X,RShoulder_Y,LShoulder_X,LShoulder_Y,RElbow_X,RElbow_Y,LElbow_X,LElbow_Y,RWrist_X,RWrist_Y,LWrist_X,LWrist_Y,RHip_X,RHip_Y,LHip_X,LHip_Y,RKnee_X,RKnee_Y,LKnee_X,LKnee_Y,RAnkle_X,RAnkle_Y,LAnkle_X,LAnkle_Y,Chest,Label
0,365,548,394,640,617,609,377,761,668,761,342,822,600,761,462,944,565,944,462,1097,582,1188,497,1280,582,1249,792,1
1,335,548,394,609,617,609,377,761,668,761,325,792,685,761,462,944,565,944,480,1127,582,1188,497,1249,582,1249,761,1
2,304,518,394,579,617,579,377,731,668,700,291,761,702,700,462,944,565,914,480,1249,582,1127,480,1280,582,1249,761,1
3,274,457,394,548,617,518,360,670,651,670,274,700,737,670,445,883,565,883,480,1249,582,1066,480,1280,582,1249,700,1
4,243,426,394,487,617,487,360,640,685,640,257,670,771,609,462,822,565,822,462,1036,565,1036,462,1219,582,1249,670,0
5,213,396,394,457,617,457,342,609,685,609,222,640,771,579,462,792,565,792,462,1036,565,1005,462,1219,582,1219,640,0
6,182,396,394,457,617,457,342,579,685,579,222,579,771,548,462,792,565,792,462,1005,565,1005,462,1188,565,1249,609,0
7,182,365,394,426,617,426,342,579,685,548,222,548,771,518,462,792,565,792,462,1005,565,1005,480,1188,565,1219,609,0
8,182,365,394,426,617,426,325,579,685,548,222,548,754,518,462,792,582,792,462,975,565,1005,565,1188,565,1158,609,0
9,182,365,394,426,617,426,342,579,668,548,240,518,737,518,462,792,582,792,462,975,565,1005,565,1188,480,1158,609,0
10,182,365,394,457,617,426,342,579,668,579,257,518,737,518,462,761,565,761,462,975,565,1005,582,1188,480,1188,609,0
11,213,396,394,457,617,457,342,609,651,609,274,548,720,548,462,792,565,792,462,1005,565,1005,462,1188,582,1219,640,0
12,213,426,394,487,617,487,360,640,651,609,308,579,702,579,462,822,565,822,462,1188,582,1158,462,1249,582,1280,640,0
13,243,457,394,487,617,518,377,640,634,640,325,609,685,609,462,822,565,853,462,1066,582,1188,480,1249,600,1310,670,0
14,304,487,394,548,617,548,394,700,685,640,342,670,685,670,462,883,565,853,462,1066,565,1066,462,1249,582,1249,700,1
15,335,518,394,579,617,579,394,731,668,700,360,731,685,731,462,853,565,853,445,1005,582,1005,480,1249,582,1249,731,1
