Frame,Head,Neck,RShoulder_X,RShoulder_Y,LShoulder_X,LShoulder_Y,RElbow_X,RElbow_Y,LElbow_X,LElbow_Y,RWrist_X,RWrist_Y,LWrist_X,LWrist_Y,RHip_X,RHip_Y,LHip_X,LHip_Y,RKnee_X,RKnee_Y,LKnee_X,LKnee_Y,RAnkle_X,RAnkle_Y,LAnkle_X,LAnkle_Y,Chest,Label
0,548,700,411,761,600,761,377,914,634,944,360,1005,651,1005,462,1036,548,1066,462,1066,548,1097,480,1280,548,1310,914,1
1,548,731,411,761,600,761,377,914,634,944,360,1005,634,1005,462,1097,531,1097,462,1097,548,1127,480,1280,548,1310,944,1
2,579,731,411,792,600,792,377,944,634,944,377,1005,634,1036,462,1127,548,1127,497,1310,548,1340,497,1280,548,1310,975,1
3,579,761,411,792,600,792,377,944,634,975,377,1036,651,1036,462,1127,531,1127,480,1310,548,1340,497,1280,548,1310,975,1
4,609,761,411,822,600,822,377,944,634,975,377,1036,651,1066,462,1066,548,1066,462,1219,548,1249,480,1310,548,1340,944,1
5,609,792,411,822,600,822,377,1005,651,1005,360,1066,651,1066,462,1127,531,1158,462,1097,548,1219,480,1310,548,1310,975,1
6,609,792,411,822,600,822,377,975,651,1005,360,1066,668,1066,462,1097,548,1097,462,1219,531,1219,497,1310,548,1340,944,1
7,609,761,411,822,600,822,377,975,651,975,342,1036,685,1036,462,1158,531,1188,462,1219,531,1249,497,1310,548,1310,1005,1
8,579,761,411,792,600,792,377,914,651,914,325,1005,685,975,462,1066,548,1066,462,1188,548,1219,497,1310,548,1310,944,1
9,548,731,411,761,600,761,360,883,651,883,291,944,720,944,462,1005,548,1005,462,1158,548,1158,480,1310,548,1340,883,1
10,518,670,411,731,600,731,342,853,668,822,274,883,754,883,445,1005,548,975,462,1158,548,1127,480,1310,548,1310,853,0
11,457,640,411,670,600,670,342,792,685,792,257,822,771,822,445,944,548,944,462,1158,565,1127,480,1310,565,1280,822,0
12,426,609,411,640,600,670,360,761,685,761,257,761,788,761,445,914,548,914,462,1127,565,1097,462,1310,565,1280,792,0
13,396,579,411,640,600,640,360,731,685,731,257,731,788,731,445,914,548,883,462,1127,565,1066,480,1249,565,1249,761,0
14,396,548,411,609,600,609,360,731,685,700,257,700,788,700,445,914,548,883,462,1097,565,1066,480,1249,582,1280,761,0
15,365,548,411,609,600,609,360,700,685,700,274,670,771,670,445,883,548,883,462,944,565,1036,480,1188,582,1219,731,0
16,365,518,411,579,600,579,360,700,685,670,291,670,754,640,445,853,548,822,462,1005,565,1036,480,1188,565,1188,700,0
17,365,518,411,579,600,579,377,700,685,670,308,670,754,640,462,853,548,822,462,1005,565,1036,480,1158,565,1188,700,0
18,365,548,411,609,582,579,377,700,668,670,325,670,737,670,462,853,548,853,462,1005,565,1036,480,1158,565,1188,731,0
19,365,548,411,609,582,579,377,700,651,670,342,700,702,670,462,853,548,853,480,1005,582,1005,480,1158,565,1188,731,0
20,396,579,428,609,582,579,411,731,651,670,377,731,685,700,462,853,565,853,480,1036,582,1036,480,1219,565,1249,731,0
21,396,579,411,640,565,609,360,761,634,670,360,761,668,731,480,883,565,853,480,1036,582,1066,480,1219,565,1249,731,0
22,426,609,428,640,582,640,360,792,685,731,394,792,668,761,480,914,565,914,480,1066,582,1097,497,1219,565,1249,792,0
23,457,640,428,670,582,670,377,822,668,761,411,853,668,792,497,944,565,914,480,1097,582,1097,497,1249,565,1280,792,0
24,487,670,428,700,582,700,377,853,668,822,411,883,651,853,497,975,565,975,480,1127,582,1097,497,1280,582,1310,822,0
25,548,700,428,761,600,731,394,883,668,883,411,944,651,944,497,1005,582,1005,497,1158,600,1097,514,1310,565,1310,883,1
26,579,731,428,792,600,792,394,944,668,975,411,1005,668,1005,497,1066,565,1036,497,1158,582,1066,514,1310,565,1310,914,1
27,609,761,428,822,600,792,411,975,651,975,411,1036,668,1036,497,1127,565,1127,497,1127,582,1158,514,1310,565,1340,975,1
28,609,761,428,822,617,792,394,975,651,975,394,1036,668,1036,497,1127,565,1127,514,1340,565,1340,514,1310,565,1340,975,1
29,579,761,428,792,617,792,377,975,668,1005,360,1036,685,1036,497,1158,582,1158,497,1097,600,1188,514,1310,548,1340,975,1
30,548,731,428,761,617,761,377,914,668,944,360,975,685,1005,497,1127,582,1127,480,1097,565,1310,514,1310,565,1310,944,1
31,518,670,428,731,617,731,360,883,668,883,342,944,702,944,480,1066,565,1066,480,1066,600,1127,497,1280,565,1310,914,1
32,487,640,428,700,617,700,360,853,668,822,325,883,720,883,497,975,565,975,480,1036,582,1066,497,1280,582,1310,853,0
33,457,609,428,670,617,670,377,792,668,792,308,822,737,853,480,914,565,914,480,1127,582,1097,497,1280,600,1280,792,0
34,426,579,428,640,617,640,377,761,685,761,291,792,771,822,480,883,565,883,480,1066,582,1066,497,1249,600,1280,761,0
35,396,579,445,609,600,609,377,731,685,731,274,761,788,761,480,853,565,853,480,1036,582,1066,497,1219,600,1249,731,0
36,396,548,445,609,600,609,360,731,685,700,274,761,788,731,480,883,565,853,480,1036,582,1036,497,1219,600,1249,731,0
37,365,548,445,609,600,609,377,700,702,700,274,731,805,700,480,853,565,853,480,1036,582,1036,497,1188,600,1219,731,0
38,396,548,445,609,617,609,377,670,702,700,291,731,788,700,480,883,565,853,480,1036,582,1005,497,1188,600,1219,731,0
39,396,548,445,609,617,609,377,670,702,700,308,731,788,700,480,883,565,883,497,1066,582,1036,497,1188,600,1219,731,0
40,396,548,445,609,600,609,377,700,685,670,325,731,771,700,480,883,565,883,497,1097,582,1066,497,1249,600,1280,761,0
